source_id,case_label,asset_family,scope_name,fit_status,fit_reason
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,branch_thermal,lower_leg,screening_only,thermal_support_marginal
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,branch_thermal,upper_leg,do_not_fit,thermal_small_delta_t
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,branch_thermal,lower_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,branch_thermal,lower_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,branch_thermal,upper_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,branch_thermal,upper_leg,do_not_fit,thermal_small_delta_t
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,branch_thermal,lower_leg,screening_only,thermal_support_marginal
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,branch_thermal,right_leg,do_not_fit,thermal_low_usable_fraction
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,branch_thermal,upper_leg,screening_only,thermal_support_marginal
