branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,source_id,case_label,usable_fraction,case_order,fit_status,fit_reason
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.875,0.25,0.01397021175355203,0.013808167145232473,473.46195856862164,460.4629682129505,460.1072718224008,-12.99899035567088,14.939211893386522,0.6799287797181819,295.2570820536057,4256.331718811006,228.87394736707293,15.90154254821234,0.09680678088300793,240.2987986508918,16.63621552478869,0.11154822835073912,0.0031610768843236907,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",265.85350121670604,279.7189416004734,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.75,6,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.013970318230333265,0.014635972385282553,455.363901604314,467.82967978365326,464.91479051224763,12.465778179338846,11.580675174602348,3.056864108776267,-27.632552259514686,-398.31598422164535,32.65063928610364,2.2642646348503455,0.45158876730844544,710.8285116616743,49.07327938824299,0.06189146081981183,0.005598512031847042,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-25.26720578610032,25.26720578610032,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.7311827956989247,6,do_not_fit,thermal_low_usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.013970302781784159,0.014489879600047434,463.24707862176547,467.7334494747958,465.0232463594611,4.486370853030593,4.460763965795795,3.0934076029187736,-50.13694571841479,-765.8193794102336,170.42883430252482,11.13814773263757,0.09210803031164934,5764.41691739403,370.08484043996606,0.014772061584512792,0.014386924305975312,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-12.598311446231843,12.598311446231843,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,1.0,6,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.013970305000067124,0.014559710521828863,463.6467024324826,467.67538751711936,464.96029391536814,4.028685084637029,4.0291371148635315,2.588848143975099,-35.02686530154117,-518.1775590556109,130.59957630319147,8.85008692297161,0.12211920578486524,5409.590831762898,372.0672422939345,0.07150270003161092,0.013987031808679216,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-32.225353516088376,32.225353516088376,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.96,6,candidate,thermal_support_clean
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.9148936170212766,0.0425531914893617,0.013970387515329608,0.013896300275166614,454.55532231757826,462.5698249642781,461.95271017773456,8.014502646699528,8.014614813947716,0.25948521348078657,-183.75798106546205,-2643.5850222180748,318.64397179747675,22.008630402742384,0.06330410923637084,393.2408737005853,27.52144933716031,0.10791610219073305,0.013889992124647043,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-164.29687088794205,164.29687088794205,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.9574468085106383,6,screening_only,thermal_support_marginal
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.016988683924869463,0.01746184642697853,480.2357582353312,483.13895808907154,480.9412339874267,2.9031998537400603,2.9006565707808085,2.0320759835065587,-32.861921783949505,-476.1900003294457,186.27239835594693,12.941043321444008,0.09125720561778691,124.57553792192567,8.548029751450496,0.12318397085632557,0.017053791233554008,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-10.147643442709937,10.147643442709937,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.9411764705882353,7,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.01698868355925734,0.017475844866150652,478.8646683762361,482.03531145310023,480.2189849675671,3.1706430768646077,3.1846758407916806,2.0319978912441456,-32.5710919126022,-471.65553503244695,151.71860777860988,10.425697148037532,0.09744491803882653,748.090757204234,51.22029173496422,0.021281738685084626,0.01691593858931828,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-11.72376225031767,11.72376225031767,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.9487179487179487,7,candidate,thermal_support_clean
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,280,88,0.9864130434782609,0.2391304347826087,0.01698895093463944,0.016768700141511036,489.08235666231417,475.7530964783173,475.3803259125604,-13.329260183997185,15.212921900480207,1.699260055108823,335.9207534904426,4842.541818992376,252.08683567078336,17.4927576759424,0.08510948677673158,357.91518155558174,24.46280611496412,0.10179520538555427,0.004528191820917513,1.4238283123963813,2.9195266054678455,"{""area_ratio_out_of_range"": 88, ""usable"": 280}",302.46762524928783,317.8947548705429,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.7608695652173914,7,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.01698846432954916,0.017548473081635152,469.45993769662044,482.73923227984557,480.5159887892735,13.27929458322471,12.287238218038466,3.872147531353562,-30.627546965541683,-441.48929776025426,34.233357338684655,2.3737469600102528,0.43464610634621365,406.0628477018227,28.61331221607505,0.15257207414877133,0.0072422945614495395,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-28.0058289452914,28.0058289452914,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.7311827956989247,7,do_not_fit,thermal_low_usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.01698828860444022,0.01756994958669979,477.8496335942137,482.54219081672426,480.2829376818337,4.6925572225105805,4.635532179060121,2.165624459548951,-76.04732307318085,-1159.4807138923627,245.20520432576996,16.02577406575454,0.0659930282693632,1499.2150209559054,99.47851492193817,0.017293670859337234,0.01730893829196707,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-19.109019247182758,19.109019247182758,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,1.0,7,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.01698857535180511,0.0174969671941202,479.04554070408295,482.54403427879294,480.47846137798194,3.4984935747096673,3.498056095926055,2.0319978912441456,-44.543059043992834,-661.038269163432,188.93516484864668,12.804288019860685,0.0867454296764022,745.2505311073982,50.16263671527073,0.05432254847360529,0.01691593858931828,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-40.980424940210355,40.980424940210355,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.96,7,candidate,thermal_support_clean
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,356,20,0.8670212765957447,0.05319148936170213,0.016988636685352235,0.01689976656494904,469.0192678200113,477.6386662862894,476.9215113130334,8.6193984662774,8.525785234013592,0.15235570390973407,-206.07706138484332,-2964.614593606004,338.53142834181455,23.696857249942372,0.061075835686909774,1619.9746462002927,113.97221658868234,0.09603051230883422,0.01688912732195033,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""small_delta_t"": 4, ""usable"": 356}",-184.25222214022128,184.25222214022128,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,0.9468085106382979,7,do_not_fit,thermal_small_delta_t
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.01588054344356276,0.016550291587345913,480.0087587589644,483.6950335178386,481.04768780171884,3.6862747588742666,3.6824782713083346,2.6601861344700524,-32.81356225051886,-475.4800590896657,142.9793731388922,9.92926205968475,0.1156469348364904,105.89567991522887,7.322042811112854,0.14990148471198855,0.016217547873394286,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-10.132710192441241,10.132710192441241,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.9411764705882353,8,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.01588054344425598,0.01634432286904339,479.15916221336266,482.64777035534473,480.59546491860453,3.4886081419822026,3.503201074137237,2.3834097332323836,-32.6358055772588,-472.5925123247644,137.8925266594653,9.483112020054458,0.10706609950993469,748.3421229417172,51.31398823716026,0.020853533454691386,0.01583676964658903,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-11.7470555320049,11.7470555320049,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.9487179487179487,8,candidate,thermal_support_clean
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.9375,0.25,0.015880550670732595,0.01571655875927473,489.73865785543256,475.89831179412374,475.547854703276,-13.840346061308601,15.730682918627407,1.171469491092921,335.7832816286675,4840.558625646269,243.90459912680888,16.932777236771585,0.08824071842527383,265.4017134824601,18.37223027837744,0.10479995650218371,0.008502382348686204,1.4356299959586623,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",302.3438437111195,317.80628192664227,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.75,8,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.015880553772587545,0.016518771655993005,469.96078657520934,483.32884300041945,480.7462222037377,13.368056425209975,12.403110330640342,3.6354677114643437,-30.717155544767017,-442.7807404897109,34.05696863440642,2.361605683939835,0.43602580965257426,3462.400131589182,245.22225850199342,0.09852986955645464,0.006537916773285458,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-28.087767030135076,28.087767030135076,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.7311827956989247,8,do_not_fit,thermal_low_usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.015880443234426184,0.016448152328633683,477.9143330110339,483.1599869069545,480.60945896453734,5.245653895920363,5.189205727882059,2.8539484008887825,-76.15471612840703,-1161.111393076618,218.52221635618116,14.29356943907624,0.07401241823227389,1135.3122010709262,74.82565863820051,0.018218929692306103,0.01624270542667425,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-19.136004759313884,19.136004759313884,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,1.0,8,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.015880516062234788,0.01644228421318805,479.10607207068364,483.1415688264031,480.7520809581799,4.03549675571935,4.037148948726667,2.3834097332323836,-44.58147735311415,-661.6119378763152,161.6428370469565,10.94828357063959,0.10093356328541664,637.0166265091584,42.87489417105042,0.06373498742938258,0.01583676964658903,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-41.01577048376003,41.01577048376003,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.96,8,candidate,thermal_support_clean
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8829787234042553,0.0425531914893617,0.015880525886625488,0.015797298186147266,469.3304123316687,477.9705564432609,477.2920407293296,8.640144111592765,8.64043866928525,0.2678143147279002,-206.11137735621824,-2965.1052291094998,345.69227660695367,23.896672071902454,0.060571555034779324,5797.509068360536,406.4180272785818,0.09972123752320923,0.015791344638561668,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-184.28290383734117,184.28290383734117,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,0.9574468085106383,8,screening_only,thermal_support_marginal
