branch_name,branch_profile_index,case_count,branch_s_fraction,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_bulk_temp_k,mean_wall_temp_k,bulk_minus_wall_delta_k
lower_leg,18,3,0.1978021978021978,255.4077322862513,18.182629326734027,443.1787962282672,463.10948463492315,-19.930688406655992
lower_leg,19,3,0.2087912087912088,249.88167491555657,16.636220652972664,442.9541435034721,463.3227570686776,-20.368613565205504
lower_leg,20,3,0.21978021978021978,259.0310332622468,17.586843999189004,442.72950470632196,462.3917009251477,-19.662196218825745
lower_leg,21,3,0.23076923076923075,253.44110143036005,18.04262374668285,442.5053751924993,462.5984549680226,-20.093079775523318
lower_leg,22,3,0.2417582417582417,252.83320905242235,17.99934747666433,442.2804376753159,462.424375260123,-20.14393758480702
lower_leg,23,3,0.25274725274725274,253.41899542555538,18.041050006437867,442.15239936155785,462.2518395606928,-20.09944019913498
lower_leg,24,3,0.26373626373626374,255.94507776410777,16.196340684653688,442.1882709980557,462.09032725030994,-19.9020562522543
lower_leg,25,3,0.2747252747252747,256.6886672413552,18.273819900876553,442.08415870859443,461.9303261405603,-19.846167431965814
lower_leg,26,3,0.2857142857142857,257.4889019903828,18.330789042155025,441.9763532183636,461.7626390472174,-19.78628582885373
lower_leg,27,3,0.29670329670329665,258.2434369705991,18.384504894577876,441.86664138352245,461.596873106108,-19.730231722585604
lower_leg,28,3,0.30769230769230765,258.8472775366486,16.37999343095851,441.7563269395849,461.4421862814589,-19.685859341874032
lower_leg,29,3,0.31868131868131866,259.4281483721219,18.4688451873459,441.64608760839127,461.2894870524851,-19.643399444093784
lower_leg,30,3,0.32967032967032966,260.10546624393993,18.517063817153964,441.53612715053674,461.13001954359316,-19.59389239305648
lower_leg,31,3,0.3406593406593406,260.75801733081124,18.56351938320906,441.42642971441074,460.97290416958487,-19.54647445517408
lower_leg,32,3,0.35164835164835156,261.3275938741361,16.536949176994337,441.3211996042023,460.8265970324928,-19.505397428290433
